Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,additional_information (product.metafields.custom.additional_information),Benefits Text (product.metafields.custom.benefits_text),Bestselling Gift Badge (product.metafields.custom.bestselling_gift_badge),Collection Name (product.metafields.custom.collection_name),Discount Badge Show/Hide (product.metafields.custom.discount_badge_show_hide),Discount Money Show (product.metafields.custom.discount_money_show),Don't lie Number (product.metafields.custom.don_t_lie_number),Don't lie Number Text (product.metafields.custom.don_t_lie_number_text),enable_seo_schema (product.metafields.custom.enable_seo_schema),Extra Filter (product.metafields.custom.extra_filter),FAQs Answer (product.metafields.custom.faqs_answer),FAQs Question (product.metafields.custom.faqs_question),Free Gift Custom Text Card Product  (product.metafields.custom.free_gift_custom_text_card_product_),Hair  Type (product.metafields.custom.hair_type),How to use (product.metafields.custom.how_to_use),Ingredients Heading (product.metafields.custom.ingredients_heading),Ingredients Sub-text (product.metafields.custom.ingredients_sub_text),Offer Box Bottom Text Line  (product.metafields.custom.offer_box_bottom_text_line_),Product Image Badge (product.metafields.custom.product_image_badge),Product Tag Badge (product.metafields.custom.product_tag_badge),Review Video Link (product.metafields.custom.review_video_link),Review Video Sub-text (product.metafields.custom.review_video_sub_text),Review Video Title (product.metafields.custom.review_video_title),Routine (product.metafields.custom.routine_new),Size-New (product.metafields.custom.size_new),Varient Product Link (product.metafields.custom.varient_product_link),Varient Title (product.metafields.custom.varient_title),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Application type (product.metafields.shopify.application-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Shampoo type (product.metafields.shopify.shampoo-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Target gender (product.metafields.shopify.target-gender),Treatment type (product.metafields.shopify.treatment-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
gentle-cleansing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/GCS500_2.webp?v=1750243229,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentle-cleansing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/GCS500_3.webp?v=1750243229,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentle-cleansing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/moxie-highlights-clean-standards.webp?v=1773731951,4,"Moxie Beauty brand highlighting clean, ethical, vegan, and cruelty-free hair care standards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentle-cleansing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/GCS500_4.webp?v=1750243229,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gentle-cleansing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/GCS500_5.webp?v=1750243229,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrorepair-travel-wash-duo,HydroRepair Wash Duo (Shampoo + Conditioner): Travel Size,"<p><strong>Your hydration and repair dream team—now travel-sized!</strong></p>
<p>The HydroRepair Travel Wash Duo brings you our sulphate-free, moisture-locking shampoo and protein-enriched conditioner in a compact, on-the-go set. Designed to cleanse, strengthen, and revive dry, damaged hair, this duo works at a molecular level to replenish hydration, reinforce your hair’s natural barrier, and smooth the cuticle for long-lasting frizz control.</p>
<p>Wherever you go, stronger, softer, and healthier hair follows—wash after wash!</p>","Moxie Beauty - Clean, high performing products for Indian hair types",Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo & Conditioner Sets,"",Damage Repairing,true,Title,Default Title,,,,,,,,HRTWD,0.0,shopify,103,continue,manual,749.00,840.00,true,true,,,,,'8906170030897,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HRTWD1.jpg?v=1743406390,1,"",false,HydroRepair Travel Wash Duo - Travel Hair Hydration Set | Moxie Beauty,"Hydrate on the go with HydroRepair Travel Wash Duo. This travel-size shampoo and conditioner cleanse, strengthen, and smooth dry hair while restoring moisture.",2747,,adult,,,,,,,,,"Best before: 36 months from date of manufacturing  
Manufactured by: HBMK Global Private Limited Plot No. 4, Sec-6A, IIE SIDCUL, Haridwar, Uttarakhand, 249403, India  
Marketed by: Beyoutiful Consumer Ventures Pvt Ltd. A-2, 1st Floor (L), Shopping Centre, Naraina Industrial Area Phase 2, New Delhi 110028  
Country of Origin: India  
Customer Care Support: Call +91 99711 93530 or write to us at support@moxiebeauty.in","Gently cleanses without stripping natural moisture
Strengthens and repairs damaged hair
Restores elasticity and reduces breakage
Locks in hydration for lasting moisture",TRUE,Skincare actives for damaged hair,TRUE,FALSE,,,,Combos,"The HydroRepair Wash Duo includes the Hyaluronic Acid Repair Shampoo and the Hyaluronic Acid Repair Conditioner for gentle cleansing and deep hydration.
Yes! Both the shampoo and conditioner are formulated for regular use without causing buildup or dryness.
Yes, they are free from sulphates, parabens, and silicones.
Yes, the shampoo and conditioner work together to restore moisture, smooth frizz, and strengthen hair.
Yes! The formula is gentle and safe for coloured, keratin-treated, or chemically processed hair.
No, the conditioner is lightweight yet deeply hydrating, ensuring smoothness without buildup.
Yes, it repairs weakened strands, reinforces the hair barrier, and prevents breakage over time.
For best results, use both together. The conditioner locks in moisture and enhances repair.
Use a small amount of shampoo (about a coin-sized amount) and adjust as needed. Apply a similar amount of the conditioner to mid-lengths and ends.
Yes! Follow up with the Hyaluronic Acid Repair Serum for extra protection and hydration.","What does this duo contain?
Is this duo safe for everyday use?
Are these products sulphate and silicone-free?
Will this duo help with frizz and dryness?
Can I use this duo if I have coloured or chemically treated hair?
Will the conditioner make my hair greasy or heavy?
Does this duo help with breakage and damage?
Can I skip the conditioner?
How much shampoo and conditioner should I use?
Can I pair this duo with styling products?",2 MINIS + FREE SHIPPING,"Dry
Damaged
Wavy
Curly
Frizzy
Straight","1. Squeeze a coin-sized amount of shampoo, lather in palms, massage into scalp, and wash thoroughly.
2. Then, apply conditioner, working through the strands, and leave for up to two minutes before rinsing.","Hyaluronic Acid
Pea Peptides
Cocoa Butter
Hyaluronic Acid Repairing Shampoo: Aqua, Sodium Cocoyl Isethionate, Cocamidopropyl Betaine, Glycerine, Sodium Cocoyl Glycinate, Guar Hydroxypropyltrimonium Chloride, Polymnia (Yacón) Sonchifolia Root Extract, Aqua, Glycerin, Xanthan Gum, Sodium Benzoate (and) Potassium Sorbate, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol (and) Pelvetia Canaliculata (Brown Seaweed) Extract, Glycol Distearate, Sodium Hyaluronate, 1,2-Hexanediol (and) Aqua, Phenoxyethanol (and) Ethylhexylglycerin, Sodium Chloride, Macadamia Ternifolia (Macadamia) Seed Oil, Fragrance, Sodium Gluconate, Pisum Sativum (Pea) Extract, Citric Acid, Aqua (and) Acetyl Hexapeptide-8 (and) Copper Tripeptide-1 (and) Palmitoyl Pentapeptide-4 (and) Tripeptide-1 (and) Hexapeptide-9 (and) Palmitoyl Tripeptide-1 (and) Polyglyceryl-10 Laurate (and) Butylene Glycol (and) 1,2 Hexanediol (and) Glycerin
Hyaluronic Acid Repairing Conditioner: Aqua, Ceto Stearyl Alcohol, Theobroma Cacao (Cocoa) Butter, Brassicamidopropyl Dimethylamine, L Aspartic Acid, Glycerine, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol, Pelvetia Canaliculata Extract, Propylene Glycol Dibenzoate, Phenoxyethanol, Ethylhexylglycerin, Sodium Hyaluronate, 1,2-Hexanediol, Fragrance, Pisum Sativum (Pea) Extract, Sodium Gluconate, Acetyl Hexapeptide-8, Copper Tripeptide-1, Palmitoyl Pentapeptide-4, Tripeptide-1, Hexapeptide-9, Palmitoyl Tripeptide-1, Polyglyceryl-10 Laurate, Butylene Glycol","Locks in moisture, prevents dryness
Restores protein, enhances elasticity
Restores dry and damaged hair","NO NASTIES
VEGAN
CRUELTY FREE",SKINCARE GRADE,,,,,Hydrating,Travel Size,,,,'42,adults,,,,hyaluronic-acid,,,,,,,,damaged; dry; frizzy,unisex,,hyaluronic-acid-hair-serum; dandruff-detox-pre-wash-treatment; on-the-fly-hair-finishing-stick-pack-of-2; the-headliner-and-finisher-duo; frizz-fighting-hair-serum,rinse-shine-duo; scalp-treatment-serum-duo; cocoa-hemp-almond-hair-oil; firefighter-heat-protection-spray; frizz-fighting-hair-serum,,,,kg,,,true,,,active
hydrorepair-travel-wash-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HRTWD2.jpg?v=1743406390,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrorepair-travel-wash-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HRTWD3.jpg?v=1743406390,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrorepair-travel-wash-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HRTWD5.jpg?v=1743406397,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrorepair-travel-wash-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HRTWD4.jpg?v=1743406397,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrorepair-travel-wash-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HRTWD6.jpg?v=1743406390,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-hydrorepair-routine,The HydroRepair Routine (3 Steps for Damage Repair),"<p data-start=""0"" data-end=""73""><strong data-start=""0"" data-end=""71"">The ultimate trio for stronger, healthier, and deeply hydrated hair!</strong></p>
<p data-start=""75"" data-end=""628"" data-is-last-node="""" data-is-only-node="""">The HydroRepair Essentials Trio is your all-in-one routine for cleansing, strengthening, and protecting your strands. Start with our sulphate-free Hyaluronic Acid Repairing Shampoo to gently cleanse without stripping moisture. Follow up with the Hyaluronic Acid Repairing Conditioner to restore hydration, repair damage, and smooth the cuticle. Finish with the Hyaluronic Acid Hair Serum—a leave-in shield that locks in moisture, tames frizz, and defends against heat and environmental damage.</p>
<p data-start=""75"" data-end=""628"" data-is-last-node="""" data-is-only-node="""">Stronger, healthier, and hydrated hair starts here!</p>","Moxie Beauty - Clean, high performing products for Indian hair types",Health & Beauty > Personal Care > Hair Care > Hair Care Kits,"",Damage Repairing,true,Title,Default Title,,,,,,,,THRR,0.0,shopify,-139,continue,manual,1775.00,1825.00,true,true,,,,,'8906170030880,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/THRR_1.webp?v=1747295174,1,"",false,Hyaluronic Acid Hair Products - HydroRepair Routine (3 Step Routine),"Revitalize your scalp and strands with Moxie Beauty The HydroRepair Routine. A hydrating hair treatment with hyaluronic acid that boosts moisture, strength, and growth.",567,,,,,,,,,,,"Best before: 36 months from date of manufacturing
Manufactured by: HBMK Global Private Limited Plot No. 4, Sec-6A, IIE SIDCUL, Haridwar, Uttarakhand, 249403, India
Marketed by: Beyoutiful Consumer Ventures Pvt Ltd. A-2, 1st Floor (L), Shopping Centre, Naraina Industrial Area Phase 2, New Delhi 110028
 Country of Origin: India 
Customer Care Support: Call +91 99711 93530 or write to us at support@moxiebeauty.in","Gently cleanses without stripping natural moisture
Strengthens and repairs damaged hair
Restores elasticity and reduces breakage
Locks in hydration for lasting moisture",TRUE,Real repair for damaged hair,FALSE,TRUE,,,,Routines,"This bundle includes the Hyaluronic Acid Repairing Shampoo, Hyaluronic Acid Repairing Conditioner, and Hyaluronic Acid Hair Serum for a complete hydration and repair routine.
It’s perfect for dry, damaged, frizzy, or chemically treated hair that needs intense hydration, repair, and protection.
Yes, all three products are free from sulphates, parabens, and silicones.
Absolutely! This routine is safe for coloured, keratin-treated, or chemically processed hair.
For best results, use the shampoo, conditioner and serum whenever you wash your hair.
No, the formulas are lightweight and designed to hydrate without leaving any residue or heaviness.
Yes! The serum shields hair from heat damage and environmental stressors.
The serum is designed for the lengths and ends of your hair, not for the scalp.
Yes! This routine hydrates and repairs all hair types, enhancing definition and reducing frizz.
Apply a few drops to damp or dry hair, focusing on mid-lengths to ends. Do not rinse out.","What does this bundle contain?
Who is this routine best suited for?
Are the products sulphate, paraben, and silicone-free?
Can I use this routine on colour-treated or chemically processed hair?
How often should I use these products?
Will this routine weigh my hair down?
Does the serum provide heat protection?
Can I use the serum on my scalp?
Is this suitable for wavy, curly, or textured hair?
What’s the best way to apply the serum?","BUY NOW FOR ₹1,595🪩","Dry
Damaged
Wavy
Curly
Frizzy
Straight","1. Squeeze a coin-sized amount of shampoo, lather in palms, massage into scalp, and wash thoroughly. 
2. Then, apply conditioner, working through the strands, and leave for up to two minutes before rinsing.
3. On freshly washed hair, spread a small amount of serum between your palms and spread evenly, focussing on mid-lengths and ends
4. You don't need a lot! Start with 1-2 pumps depending upon hair length, and adjust as needed","Hyaluronic Acid
Pea Protein
Red Algae
Hyaluronic Acid Repairing Shampoo: Aqua, Sodium Cocoyl Isethionate, Cocamidopropyl Betaine, Glycerine, Sodium Cocoyl Glycinate, Guar Hydroxypropyltrimonium Chloride, Polymnia (Yacón) Sonchifolia Root Extract, Aqua, Glycerin, Xanthan Gum, Sodium Benzoate (and) Potassium Sorbate, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol (and) Pelvetia Canaliculata (Brown Seaweed) Extract, Glycol Distearate, Sodium Hyaluronate, 1,2-Hexanediol (and) Aqua, Phenoxyethanol (and) Ethylhexylglycerin, Sodium Chloride, Macadamia Ternifolia (Macadamia) Seed Oil, Fragrance, Sodium Gluconate, Pisum Sativum (Pea) Extract, Citric Acid, Aqua (and) Acetyl Hexapeptide-8 (and) Copper Tripeptide-1 (and) Palmitoyl Pentapeptide-4 (and) Tripeptide-1 (and) Hexapeptide-9 (and) Palmitoyl Tripeptide-1 (and) Polyglyceryl-10 Laurate (and) Butylene Glycol (and) 1,2 Hexanediol (and) Glycerin
Hyaluronic Acid Repairing Conditioner: Aqua, Ceto Stearyl Alcohol, Theobroma Cacao (Cocoa) Butter, Brassicamidopropyl Dimethylamine, L Aspartic Acid, Glycerine, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol, Pelvetia Canaliculata Extract, Propylene Glycol Dibenzoate, Phenoxyethanol, Ethylhexylglycerin, Sodium Hyaluronate, 1,2-Hexanediol, Fragrance, Pisum Sativum (Pea) Extract, Sodium Gluconate, Acetyl Hexapeptide-8, Copper Tripeptide-1, Palmitoyl Pentapeptide-4, Tripeptide-1, Hexapeptide-9, Palmitoyl Tripeptide-1, Polyglyceryl-10 Laurate, Butylene Glycol
Hyaluronic Acid Hair Serum: Aqua, Helianthus Annuus (Sunflower) Seed Oil, Ethyl Hexyl Palmitate, Shea Butter Ethyl Esters, Quaternium-91, Cetrimonium Methosulfate, Cetearyl Alcohol, Glycerine, Ceto Stearyl Alcohol, Sodium Stearoyl Glutamate Eumulgin, Phenoxyethanol, Ethylhexylglycerin, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol, Pelvetia Canaliculata Extract (Brown Seaweed Extract), Polymnia Sonchifolia (Yacón) Root, Extract, Xanthan Gum, Sodium Benzoate, Potassium Sorbate, Sodium Gluconate, Sodium Hyaluronate, 1,2-Hexanediol, Fragrance, Acetyl Hexapeptide-8, Copper Tripeptide-1, Palmitoyl Pentapeptide-4, Tripeptide-1, Hexapeptide-9, Palmitoyl Tripeptide-1, Polyglyceryl-10 Laurate, Butylene Glycol","Locks in moisture, prevents dryness
Restores dry and damaged hair
Shields hair from humidity & pollution","NO NASTIES
VEGAN
CRUELTY FREE",SKINCARE GRADE,,,,,Damage Repairing,Full Size,,,,'60,,,,,,,shampoo; conditioner; hair-serum,,,,,,all-hair-types; damaged; frizzy,unisex,,on-the-fly-hair-finishing-stick-pack-of-2; dandruff-detox-pre-wash-treatment; dry-shampoo-and-brush-combo; the-headliner-and-finisher-duo; cocoa-hemp-almond-hair-oil,firefighter-heat-protection-spray; frizz-fighting-hair-serum; scalp-treatment-serum-duo; gentle-cleansing-shampoo; rinse-shine-duo,,,,kg,,,true,,,active
the-hydrorepair-routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/THRR_2.webp?v=1747295174,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-hydrorepair-routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/THRR_3.webp?v=1747295174,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-hydrorepair-routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HA-Trio-5_4_IMGCentury.jpg?v=1747295176,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-hydrorepair-routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/THRR_4.webp?v=1758529064,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-hydrorepair-routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/THRR_5.webp?v=1758529064,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-hydrorepair-routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/THRR_6.webp?v=1758529064,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the-hydrorepair-routine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/THRR.jpg?v=1758529052,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrorepair-wash-duo,HydroRepair Wash Duo (Shampoo + Conditioner),"<p data-start=""0"" data-end=""48""><strong data-start=""0"" data-end=""46"">Meet your hydration and repair dream team!</strong></p>
<p data-start=""50"" data-end=""468"" data-is-last-node="""" data-is-only-node="""">The HydroRepair Wash Duo pairs our sulphate-free, moisture-locking shampoo with a high-performance, protein-enriched conditioner to cleanse, strengthen, and revive dry, damaged hair. This powerhouse duo works at a molecular level to replenish lost hydration, reinforce the hair’s natural barrier, and smooth the cuticle for long-lasting frizz control.</p>
<p data-start=""50"" data-end=""468"" data-is-last-node="""" data-is-only-node="""">Say hello to stronger, softer, and healthier hair—wash after wash!</p>","Moxie Beauty - Clean, high performing products for Indian hair types",Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo & Conditioner Sets,"",Damage Repairing,true,Title,Default Title,,,,,,,,HRWD,0.0,shopify,162,continue,manual,1095.00,1180.00,true,true,,,,,'8906170030873,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/PHOTO-2025-06-19-12-22-52.jpg?v=1750316153,1,"",false,HydroRepair Wash Duo: Hydrating Shampoo + Conditioner,"The HydroRepair Wash Duo gently cleanses, restores moisture, and smooths frizz. A simple shampoo and conditioner routine for softer, stronger, healthier hair.",2526,,,,,,,,,,,"Best before: 36 months from date of manufacturing  
Manufactured by: HBMK Global Private Limited Plot No. 4, Sec-6A, IIE SIDCUL, Haridwar, Uttarakhand, 249403, India  
Marketed by: Beyoutiful Consumer Ventures Pvt Ltd. A-2, 1st Floor (L), Shopping Centre, Naraina Industrial Area Phase 2, New Delhi 110028  
Country of Origin: India  
Customer Care Support: Call +91 99711 93530 or write to us at support@moxiebeauty.in","Gently cleanses without stripping natural moisture
Strengthens and repairs damaged hair
Restores elasticity and reduces breakage
Locks in hydration for lasting moisture",TRUE,Skincare actives for damaged hair,FALSE,TRUE,,,,Combos,"The HydroRepair Wash Duo includes the Hyaluronic Acid Repair Shampoo and the Hyaluronic Acid Repair Conditioner for gentle cleansing and deep hydration.
Yes! Both the shampoo and conditioner are formulated for regular use without causing buildup or dryness.
Yes, they are free from sulphates, parabens, and silicones.
Yes, the shampoo and conditioner work together to restore moisture, smooth frizz, and strengthen hair.
Yes! The formula is gentle and safe for coloured, keratin-treated, or chemically processed hair.
No, the conditioner is lightweight yet deeply hydrating, ensuring smoothness without buildup.
Yes, it repairs weakened strands, reinforces the hair barrier, and prevents breakage over time.
For best results, use both together. The conditioner locks in moisture and enhances repair.
Use a small amount of shampoo (about a coin-sized amount) and adjust as needed. Apply a similar amount of the conditioner to mid-lengths and ends.
Yes! Follow up with the Hyaluronic Acid Repair Serum for extra protection and hydration.","What does this duo contain?
Is this duo safe for everyday use?
Are these products sulphate and silicone-free?
Will this duo help with frizz and dryness?
Can I use this duo if I have coloured or chemically treated hair?
Will the conditioner make my hair greasy or heavy?
Does this duo help with breakage and damage?
Can I skip the conditioner?
How much shampoo and conditioner should I use?
Can I pair this duo with styling products?",WORTH ₹500 + 2 FREE MINIS,"Dry
Damaged
Wavy
Curly
Frizzy
Straight","1. Squeeze a coin-sized amount of shampoo, lather in palms, massage into scalp, and wash thoroughly.
2. Then, apply conditioner, working through the strands, and leave for up to two minutes before rinsing.","Hyaluronic Acid
Pea Peptides
Cocoa Butter
Hyaluronic Acid Repairing Shampoo: Aqua, Sodium Cocoyl Isethionate, Cocamidopropyl Betaine, Glycerine, Sodium Cocoyl Glycinate, Guar Hydroxypropyltrimonium Chloride, Polymnia (Yacón) Sonchifolia Root Extract, Aqua, Glycerin, Xanthan Gum, Sodium Benzoate (and) Potassium Sorbate, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol (and) Pelvetia Canaliculata (Brown Seaweed) Extract, Glycol Distearate, Sodium Hyaluronate, 1,2-Hexanediol (and) Aqua, Phenoxyethanol (and) Ethylhexylglycerin, Sodium Chloride, Macadamia Ternifolia (Macadamia) Seed Oil, Fragrance, Sodium Gluconate, Pisum Sativum (Pea) Extract, Citric Acid, Aqua (and) Acetyl Hexapeptide-8 (and) Copper Tripeptide-1 (and) Palmitoyl Pentapeptide-4 (and) Tripeptide-1 (and) Hexapeptide-9 (and) Palmitoyl Tripeptide-1 (and) Polyglyceryl-10 Laurate (and) Butylene Glycol (and) 1,2 Hexanediol (and) Glycerin
Hyaluronic Acid Repairing Conditioner: Aqua, Ceto Stearyl Alcohol, Theobroma Cacao (Cocoa) Butter, Brassicamidopropyl Dimethylamine, L Aspartic Acid, Glycerine, Helianthus Annuus (Sunflower) Seed Oil, Prunus Armeniaca (Apricot) Kernel Oil, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol, Pelvetia Canaliculata Extract, Propylene Glycol Dibenzoate, Phenoxyethanol, Ethylhexylglycerin, Sodium Hyaluronate, 1,2-Hexanediol, Fragrance, Pisum Sativum (Pea) Extract, Sodium Gluconate, Acetyl Hexapeptide-8, Copper Tripeptide-1, Palmitoyl Pentapeptide-4, Tripeptide-1, Hexapeptide-9, Palmitoyl Tripeptide-1, Polyglyceryl-10 Laurate, Butylene Glycol","Locks in moisture, prevents dryness
Restores protein, enhances elasticity
Restores dry and damaged hair","NO NASTIES
VEGAN
CRUELTY FREE",SKINCARE GRADE,MOST RE-ORDERED,,,,Damage Repairing,Full Size,,,,'42,,,,,water; hyaluronic-acid,,,,,,,,dry; damaged-1; frizzy-1,unisex,,hyaluronic-acid-hair-serum; dandruff-detox-pre-wash-treatment; on-the-fly-hair-finishing-stick-pack-of-2; the-headliner-and-finisher-duo; dry-shampoo-and-brush-combo,rinse-shine-duo; firefighter-heat-protection-spray; scalp-treatment-serum-duo; frizz-fighting-hair-serum; cocoa-hemp-almond-hair-oil,,,,kg,,,true,,,active
hydrorepair-wash-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HRWD_2.webp?v=1750316153,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hydrorepair-wash-duo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HRWD_3.webp?v=1750316153,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
